gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
Montipora_capitata_HIv3___RNAseq.g19089.t1	Q9HBI5	CEP15_HUMAN	33.673	98	64	1	22	315	2	98	8.01e-11	58.2	324	128	91	MEDIUM	Centrosomal protein 15	SwissProt
Montipora_capitata_HIv3___RNAseq.g19114.t1b	Q96MU8	KREM1_HUMAN	37.363	91	54	2	1798	2061	110	200	3.45e-10	67.8	3714	473	7	LOW	Kremen protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g19323.t1	A1L314	MPEG1_MOUSE	38.579	718	371	15	100	2214	43	703	2.24e-156	474	2241	713	94	MEDIUM	Macrophage-expressed gene 1 protein	SwissProt
Montipora_capitata_HIv3___RNAseq.g19432.t1	P51538	CP3A9_RAT	32.581	399	241	11	268	1428	84	466	1.18e-55	197	1530	503	76	MEDIUM	Cytochrome P450 3A9	SwissProt
Montipora_capitata_HIv3___RNAseq.g19544.t1	Q9BWV3	CDAC1_HUMAN	28.571	455	260	13	25	1224	25	469	5.08e-32	130	1323	514	91	LOW	Cytidine and dCMP deaminase domain-containing protein 1	SwissProt
Montipora_capitata_HIv3___TS.g33283.t2	P00606	PA2A_BUNMU	48.649	111	55	1	160	492	28	136	1.11e-31	114	516	145	65	HIGH	Acidic phospholipase A2	SwissProt
Montipora_capitata_HIv3___RNAseq.g19731.t1	Q9FT74	RQL1_ARATH	28.922	204	119	6	1171	1770	356	537	1.99e-15	84.3	2424	606	25	LOW	ATP-dependent DNA helicase Q-like 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g19793.t1	Q87PP5	BCCT1_VIBPA	35.963	431	230	7	109	1383	167	557	9.85e-81	268	1803	562	71	MEDIUM	Glycine betaine/proline/choline/ectoine transporter VP1456	SwissProt
Montipora_capitata_HIv3___RNAseq.g19823.t1	Q5UQ60	YL662_MIMIV	23.929	280	188	8	181	993	8	271	4.62e-16	83.2	1206	462	67	LOW	Uncharacterized protein L662	SwissProt
Montipora_capitata_HIv3___RNAseq.g19905.t1	Q9JLB4	CUBN_MOUSE	34.146	123	68	3	100	468	932	1041	1.58e-09	63.9	1182	3623	31	LOW	Cubilin	SwissProt
Montipora_capitata_HIv3___TS.g33523.t1	P14207	FOLR2_HUMAN	33.333	216	128	5	22	624	6	220	8.46e-39	138	702	255	86	MEDIUM	Folate receptor beta	SwissProt
Montipora_capitata_HIv3___RNAseq.g19982.t1a	P21328	RTJK_DROME	25.054	459	300	14	1618	2910	438	880	5.77e-27	122	3069	916	42	LOW	RNA-directed DNA polymerase from mobile element jockey	SwissProt
Montipora_capitata_HIv3___TS.g33589.t1	P48304	REG1B_HUMAN	33.333	138	84	4	3157	3558	30	163	2.97e-14	75.5	3783	166	11	LOW	Lithostathine-1-beta	SwissProt
Montipora_capitata_HIv3___RNAseq.g20093.t1	Q8QG61	CRY1_CHICK	65.932	499	169	1	67	1560	4	502	0.0	724	1644	621	91	HIGH	Cryptochrome-1	SwissProt
Montipora_capitata_HIv3___RNAseq.g20224.t1	Q3T1H8	TMM79_RAT	31.056	161	109	2	58	537	200	359	7.64e-13	69.3	576	391	83	MEDIUM	Transmembrane protein 79	SwissProt
Montipora_capitata_HIv3___RNAseq.g20246.t1	Q5F4A1	G2E3_CHICK	34.715	193	121	4	970	1548	389	576	7.21e-22	103	1596	742	36	LOW	G2/M phase-specific E3 ubiquitin-protein ligase	SwissProt
Montipora_capitata_HIv3___RNAseq.g20250.t1	Q75V66	ANO5_HUMAN	42.049	849	441	14	382	2880	63	876	0.0	640	2955	913	85	HIGH	Anoctamin-5	SwissProt
Montipora_capitata_HIv3___RNAseq.g20763.t1	P55264	ADK_MOUSE	57.983	357	145	2	4	1059	4	360	9.29e-152	434	1065	361	99	HIGH	Adenosine kinase	SwissProt
Montipora_capitata_HIv3___RNAseq.g20766.t1	Q2KIR0	SMIP2_BOVIN	40.566	106	60	2	76	384	18	123	2.47e-16	77.0	624	197	50	MEDIUM	Protein SPMIP2	SwissProt
Montipora_capitata_HIv3___RNAseq.g20771.t1	O35409	FOLH1_MOUSE	32.990	97	65	0	481	771	57	153	1.84e-10	64.3	774	752	38	LOW	Glutamate carboxypeptidase 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g20804.t1	Q5G269	NETR_PONPY	28.384	229	141	7	64	729	389	601	3.91e-20	92.8	768	877	91	LOW	Neurotrypsin	SwissProt
Montipora_capitata_HIv3___RNAseq.g20807.t2	F7J220	SRCR1_PATPE	33.696	184	105	3	295	846	33	199	6.97e-28	117	921	1128	71	MEDIUM	Scavenger receptor cysteine-rich domain superfamily protein	SwissProt
Montipora_capitata_HIv3___RNAseq.g20813.t1	Q6NY73	L3BPB_DANRE	40.351	114	54	2	25	366	11	110	7.93e-17	86.7	1428	572	24	LOW	Galectin-3-binding protein B	SwissProt
Montipora_capitata_HIv3___TS.g34490.t2	Q9P0K9	FRS1L_HUMAN	28.221	163	108	6	748	1224	96	253	1.40e-11	69.3	1650	293	50	LOW	DOMON domain-containing protein FRRS1L	SwissProt
Montipora_capitata_HIv3___RNAseq.g20959.t1	P86854	PLCL_MYTGA	31.250	144	88	3	94	522	23	156	6.92e-12	63.5	537	156	80	MEDIUM	Perlucin-like protein	SwissProt
Montipora_capitata_HIv3___RNAseq.24234_t	Q3T1L0	A16A1_RAT	42.892	823	439	10	70	2526	7	802	0.0	629	2541	802	97	HIGH	Aldehyde dehydrogenase family 16 member A1	SwissProt
Montipora_capitata_HIv3___RNAseq.g21284.t1	P58912	TX60B_PHYSE	32.673	404	258	9	79	1269	38	434	4.41e-58	203	1497	488	80	MEDIUM	DELTA-alicitoxin-Pse2b	SwissProt
Montipora_capitata_HIv3___RNAseq.g21374.t1	Q8K0U4	HS12A_MOUSE	55.031	636	255	4	583	2409	43	674	0.0	736	2415	675	76	HIGH	Heat shock 70 kDa protein 12A	SwissProt
Montipora_capitata_HIv3___TS.g35163.t1	Q06194	FA8_MOUSE	36.250	160	89	4	3475	3945	2163	2312	1.06e-22	110	5325	2319	18	LOW	Coagulation factor VIII	SwissProt
Montipora_capitata_HIv3___TS.g35289.t2	P41827	HSP74_ANOAL	77.577	553	124	0	13	1671	1	553	0.0	889	1782	640	93	HIGH	Heat shock protein 70 B2	SwissProt
Montipora_capitata_HIv3___RNAseq.g21911.t1	Q5R959	SPY2_PONAB	53.247	77	32	2	613	843	205	277	7.92e-20	91.3	906	315	25	LOW	Protein sprouty homolog 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g22408.t1	Q4V8Y6	ERGI1_DANRE	62.069	290	107	2	1	861	1	290	7.64e-137	391	864	290	99	HIGH	Endoplasmic reticulum-Golgi intermediate compartment protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g22485.t1	Q86WI1	PKHL1_HUMAN	36.425	4291	2467	92	79	12618	32	4172	0.0	2360	19737	4243	64	MEDIUM	Fibrocystin-L	SwissProt
Montipora_capitata_HIv3___TS.g36124.t1	Q4UMH6	Y381_RICFE	38.971	136	83	0	796	1203	954	1089	2.75e-21	100	1329	1179	39	LOW	Putative ankyrin repeat protein RF_0381	SwissProt
Montipora_capitata_HIv3___RNAseq.g22512.t1	B3EWZ3	CADN_ACRMI	25.431	232	130	6	337	915	516	743	1.50e-12	72.4	1017	1675	64	LOW	Coadhesin (Fragment)	SwissProt
Montipora_capitata_HIv3___RNAseq.g22553.t1c	Q9Y225	RNF24_HUMAN	31.356	118	61	4	85	414	35	140	2.97e-15	71.2	441	148	75	MEDIUM	RING finger protein 24	SwissProt
Montipora_capitata_HIv3___RNAseq.g22618.t1	Q5DU56	NLRC3_MOUSE	44.737	228	124	1	241	924	702	927	1.43e-42	160	930	1064	75	HIGH	Protein NLRC3	SwissProt
Montipora_capitata_HIv3___RNAseq.g22626.t1	Q7RTR2	NLRC3_HUMAN	43.182	264	146	2	145	924	639	902	3.56e-47	173	933	1065	84	HIGH	NLR family CARD domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g22747.t1	Q08DA5	PANK3_BOVIN	60.000	360	140	2	10	1080	8	366	3.32e-151	434	1125	370	95	HIGH	Pantothenate kinase 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g22853.t1	Q6DIM3	TBD_XENTR	52.854	473	201	7	1	1419	1	451	9.23e-178	508	1422	451	99	HIGH	Tubulin delta chain	SwissProt
Montipora_capitata_HIv3___RNAseq.g22865.t1	B5FYQ0	ARL3_TAEGU	64.474	76	25	1	7	228	106	181	8.44e-28	101	234	182	95	HIGH	ADP-ribosylation factor-like protein 3	SwissProt
Montipora_capitata_HIv3___TS.g36789.t1	Q6UVY6	MOXD1_HUMAN	30.952	126	80	4	97	471	29	148	5.79e-10	65.5	1512	613	50	LOW	DBH-like monooxygenase protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g23169.t1	Q5TZ24	MOXD1_DANRE	26.174	149	101	5	109	552	35	175	2.08e-08	57.8	720	614	62	LOW	DBH-like monooxygenase protein 1 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g23247.t1	A1A4R8	CDC23_BOVIN	56.076	576	241	6	25	1737	29	597	0.0	645	1740	597	98	HIGH	Cell division cycle protein 23 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g23366.t1	P63138	GBRB2_RAT	34.437	302	163	5	103	906	26	326	7.97e-60	204	1194	474	67	MEDIUM	Gamma-aminobutyric acid receptor subunit beta-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g23464.t1	P97717	ADA1B_MOUSE	37.079	178	103	3	136	663	18	188	4.04e-26	108	696	514	76	MEDIUM	Alpha-1B adrenergic receptor	SwissProt
Montipora_capitata_HIv3___RNAseq.g34949.t1	Q94887	NRX4_DROME	29.167	120	78	3	562	912	70	185	4.60e-10	64.3	915	1284	38	LOW	Neurexin-4	SwissProt
Montipora_capitata_HIv3___RNAseq.g34983.t1	O60462	NRP2_HUMAN	36.025	161	89	6	472	927	274	429	1.10e-18	90.1	933	931	49	LOW	Neuropilin-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g34997.t1	P98169	ZXDB_HUMAN	46.732	306	153	5	1177	2070	271	574	3.06e-84	293	3171	803	28	LOW	Zinc finger X-linked protein ZXDB	SwissProt
Montipora_capitata_HIv3___TS.g5047.t1	Q6AYM1	CE034_RAT	24.118	680	371	20	49	1800	9	639	4.42e-42	164	1824	640	96	LOW	Uncharacterized protein C5orf34 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g35008.t1	Q13467	FZD5_HUMAN	35.252	139	86	2	784	1191	25	162	1.64e-20	99.4	1833	585	56	MEDIUM	Frizzled-5	SwissProt
Montipora_capitata_HIv3___RNAseq.g35024.t1	Q52L45	ILEU_XENLA	40.921	391	209	9	1	1149	1	377	7.38e-89	276	1161	377	99	HIGH	Leukocyte elastase inhibitor	SwissProt
Montipora_capitata_HIv3___RNAseq.g35219.t1	Q7L0X2	ERIP6_HUMAN	27.147	361	226	7	1309	2358	238	572	1.02e-24	114	2616	663	40	LOW	Glutamate-rich protein 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g35299.t1	A6H7H7	FBX3_BOVIN	42.012	338	185	4	22	1020	13	344	1.05e-78	253	1164	469	86	HIGH	F-box only protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g35333.t1	P22607	FGFR3_HUMAN	43.299	291	161	2	2764	3636	464	750	2.34e-67	247	3702	806	24	LOW	Fibroblast growth factor receptor 3	SwissProt
Montipora_capitata_HIv3___TS.g5595.t1	Q9C0G6	DYH6_HUMAN	56.604	53	22	1	418	573	2560	2612	4.43e-14	75.5	765	4158	52	MEDIUM	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___TS.g5653.t1	Q9C0G6	DYH6_HUMAN	41.304	92	54	0	268	543	3658	3749	3.33e-14	75.1	678	4158	41	LOW	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g35621.t1	P98069	BMPH_STRPU	32.804	189	111	8	2401	2937	288	470	4.15e-18	95.1	7650	639	7	LOW	Bone morphogenetic protein 1 homolog	SwissProt
Montipora_capitata_HIv3___TS.g5751.t5a	Q8BIK4	DOCK9_MOUSE	37.500	984	510	22	682	3405	60	1014	0.0	594	3465	2055	79	MEDIUM	Dedicator of cytokinesis protein 9	SwissProt
Montipora_capitata_HIv3___RNAseq.g35718.t1	Q9BZ29	DOCK9_HUMAN	45.455	297	108	3	1	729	1772	2068	1.27e-65	224	777	2069	94	HIGH	Dedicator of cytokinesis protein 9	SwissProt
Montipora_capitata_HIv3___RNAseq.g35720.t1	Q9BZ29	DOCK9_HUMAN	42.367	904	465	22	121	2742	233	1110	0.0	654	2817	2069	93	HIGH	Dedicator of cytokinesis protein 9	SwissProt
Montipora_capitata_HIv3___RNAseq.g35804.t1	Q8BIK4	DOCK9_MOUSE	51.419	599	272	4	1	1746	1458	2054	0.0	601	1794	2055	97	HIGH	Dedicator of cytokinesis protein 9	SwissProt
Montipora_capitata_HIv3___RNAseq.g35897.t1	Q15485	FCN2_HUMAN	59.794	97	38	1	490	777	216	312	4.70e-32	123	810	313	36	LOW	Ficolin-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g36135.t1	O42871	ING1_SCHPO	44.444	54	29	1	1399	1560	226	278	1.01e-08	60.5	1596	283	10	LOW	Chromatin modification-related protein png1	SwissProt
Montipora_capitata_HIv3___RNAseq.g36203.t1	Q27312	NADA_APLKU	36.226	265	147	10	70	831	23	276	4.03e-46	161	1008	282	76	MEDIUM	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	SwissProt
Montipora_capitata_HIv3___RNAseq.g36297.t1	P39429	TRAF2_MOUSE	31.469	143	91	6	130	543	107	247	4.43e-08	58.2	969	501	43	LOW	TNF receptor-associated factor 2	SwissProt
Montipora_capitata_HIv3___TS.g6600.t1	Q96RW7	HMCN1_HUMAN	37.063	143	78	4	1309	1716	4124	4261	6.61e-14	79.7	1971	5635	25	LOW	Hemicentin-1	SwissProt
Montipora_capitata_HIv3___RNAseq.g36658.t1b	Q8WZ42	TITIN_HUMAN	26.065	399	255	18	25	1140	17740	18125	1.64e-16	87.8	1782	34350	67	LOW	Titin	SwissProt
Montipora_capitata_HIv3___RNAseq.g36665.t1	P34457	YMD3_CAEEL	38.919	185	95	4	1	540	16	187	9.72e-31	126	2685	286	20	LOW	Putative uncharacterized transposon-derived protein F54H12.3	SwissProt
Montipora_capitata_HIv3___RNAseq.g36707.t1	O73792	TIE1_DANRE	49.655	145	70	1	1306	1740	21	162	6.22e-44	159	2010	184	22	LOW	Tyrosine-protein kinase receptor Tie-1 (Fragment)	SwissProt
Montipora_capitata_HIv3___TS.g6765.t1	O73792	TIE1_DANRE	36.145	83	53	0	1285	1533	96	178	3.60e-14	74.3	1548	184	16	LOW	Tyrosine-protein kinase receptor Tie-1 (Fragment)	SwissProt
Montipora_capitata_HIv3___TS.g6766.t1	O73792	TIE1_DANRE	38.542	96	59	0	1516	1803	83	178	2.49e-20	92.4	1818	184	16	LOW	Tyrosine-protein kinase receptor Tie-1 (Fragment)	SwissProt
Montipora_capitata_HIv3___RNAseq.g36752.t1	Q9VBW3	CAD96_DROME	36.250	80	22	1	490	642	463	542	4.57e-06	52.0	978	773	16	LOW	Tyrosine kinase receptor Cad96Ca	SwissProt
Montipora_capitata_HIv3___RNAseq.g36779.t1	Q7RTR2	NLRC3_HUMAN	39.437	355	186	5	2059	3120	680	1006	1.78e-41	169	3165	1065	42	LOW	NLR family CARD domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g36836.t1	Q8VDI9	ALG9_MOUSE	55.240	563	247	3	118	1803	52	610	0.0	604	1830	611	92	HIGH	Alpha-1,2-mannosyltransferase ALG9	SwissProt
Montipora_capitata_HIv3___RNAseq.g36838.t1	Q9C0G6	DYH6_HUMAN	52.632	95	45	0	25	309	3503	3597	4.84e-25	105	597	4158	88	HIGH	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g36845.t1	Q767F1	JHAMT_BOMMO	31.690	142	86	3	112	510	35	174	9.07e-15	75.9	840	278	48	LOW	Juvenile hormone acid O-methyltransferase	SwissProt
Montipora_capitata_HIv3___TS.g6904.t1	Q87TH4	UBIE_VIBPA	31.892	185	103	9	118	612	64	245	9.83e-14	74.3	1185	259	42	LOW	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	SwissProt
Montipora_capitata_HIv3___RNAseq.g36907.t1	Q6PEH9	S39AA_DANRE	44.025	159	81	4	439	900	686	841	4.20e-31	126	918	847	50	MEDIUM	Zinc transporter ZIP10	SwissProt
Montipora_capitata_HIv3___RNAseq.g36918.t1	Q91XQ0	DYH8_MOUSE	65.342	4631	1549	17	148	13977	136	4731	0.0	6106	13980	4731	99	HIGH	Dynein axonemal heavy chain 8	SwissProt
Montipora_capitata_HIv3___RNAseq.g36935.t1	Q8K1K9	HINFP_MOUSE	50.128	391	187	3	10	1179	15	398	9.59e-130	390	1560	503	75	HIGH	Histone H4 transcription factor	SwissProt
Montipora_capitata_HIv3___RNAseq.g37043.t1	Q9CZJ2	HS12B_MOUSE	34.579	642	353	11	22	1797	60	684	2.07e-105	336	1827	685	97	MEDIUM	Heat shock 70 kDa protein 12B	SwissProt
Montipora_capitata_HIv3___RNAseq.g27709.t1	P18433	PTPRA_HUMAN	53.659	41	19	0	3	125	735	775	1.06e-07	57.4	1074	802	11	LOW	Receptor-type tyrosine-protein phosphatase alpha	SwissProt
Montipora_capitata_HIv3___RNAseq.g27716.t1	A2VDD2	DYL5B_XENLA	34.615	104	62	3	934	1245	73	170	5.23e-11	64.7	1263	176	25	LOW	Dynein light chain Tctex-type 5-B (Fragment)	SwissProt
Montipora_capitata_HIv3___RNAseq.g27719.t1	A0A5F9C6I2	RN123_RABIT	39.873	158	75	6	3019	3483	121	261	3.43e-26	121	4440	1314	10	LOW	E3 ubiquitin-protein ligase RNF123	SwissProt
Montipora_capitata_HIv3___RNAseq.g27720.t1	B0UYI1	TEAN2_DANRE	43.810	210	112	4	1	627	1	205	2.90e-42	145	651	210	96	HIGH	Transcription elongation factor A N-terminal and central domain-containing protein 2	SwissProt
Montipora_capitata_HIv3___TS.g24268.t2	P42566	EPS15_HUMAN	33.862	189	98	5	4	546	119	288	6.81e-21	103	4224	896	13	LOW	Epidermal growth factor receptor substrate 15	SwissProt
Montipora_capitata_HIv3___RNAseq.g28116.t1	Q9VBW3	CAD96_DROME	39.706	136	82	0	1015	1422	628	763	6.21e-32	134	1638	773	25	LOW	Tyrosine kinase receptor Cad96Ca	SwissProt
Montipora_capitata_HIv3___RNAseq.g28405.t2	Q8R151	ZNFX1_MOUSE	41.372	1501	675	30	901	4971	324	1763	0.0	1055	5169	1909	79	HIGH	NFX1-type zinc finger-containing protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g28902.t1	P70490	MFGM_RAT	34.579	321	191	6	4291	5208	111	427	1.15e-49	188	14211	427	97	MEDIUM	Lactadherin	SwissProt
Montipora_capitata_HIv3___TS.g25596.t1	P70191	TRAF5_MOUSE	28.571	168	108	4	10	492	55	217	2.46e-10	64.7	894	558	54	LOW	TNF receptor-associated factor 5	SwissProt
Montipora_capitata_HIv3___RNAseq.g29212.t1	Q8N0U7	CA087_HUMAN	42.188	64	37	0	1657	1848	470	533	7.37e-07	56.2	1896	546	10	LOW	Uncharacterized protein C1orf87	SwissProt
Montipora_capitata_HIv3___TS.g25865.t1a	P16425	Y2R2_DROME	27.273	231	136	10	1879	2532	339	550	3.27e-08	61.6	2763	1021	24	LOW	Putative 115 kDa protein in type-1 retrotransposable element R1DM	SwissProt
Montipora_capitata_HIv3___RNAseq.g29402.t1	Q9JLB4	CUBN_MOUSE	27.178	287	177	10	10	849	1021	1282	1.55e-14	79.0	1032	3623	82	LOW	Cubilin	SwissProt
Montipora_capitata_HIv3___RNAseq.g29489.t1	Q5IS75	ACHB3_PANTR	33.030	330	211	4	16	1005	7	326	2.05e-58	201	1314	458	75	MEDIUM	Neuronal acetylcholine receptor subunit beta-3	SwissProt
Montipora_capitata_HIv3___TS.g20805.t1	P20785	CO6A1_CHICK	29.843	191	102	12	220	723	824	1005	1.68e-07	55.8	828	1019	61	LOW	Collagen alpha-1(VI) chain	SwissProt
Montipora_capitata_HIv3___TS.g20814.t1	Q923Q2	STA13_MOUSE	29.891	184	114	7	49	588	911	1083	1.06e-10	65.1	768	1113	70	LOW	StAR-related lipid transfer protein 13	SwissProt
Montipora_capitata_HIv3___RNAseq.g12736.t1	Q6PCL9	PAPOG_MOUSE	66.533	499	159	4	25	1512	14	507	0.0	682	2376	739	63	HIGH	Poly(A) polymerase gamma	SwissProt
Montipora_capitata_HIv3___RNAseq.g12807.t1	P0DP43	CTSRE_MOUSE	29.518	332	208	12	67	1035	617	931	1.45e-39	153	1149	985	84	LOW	Cation channel sperm-associated auxiliary subunit epsilon	SwissProt
Montipora_capitata_HIv3___RNAseq.g12882.t1	Q61382	TRAF4_MOUSE	27.815	302	163	5	169	1050	208	462	2.01e-36	140	1056	470	97	LOW	TNF receptor-associated factor 4	SwissProt
Montipora_capitata_HIv3___RNAseq.g12947.t1	P16537	SPC3_STRPU	44.000	75	42	0	427	651	113	187	5.52e-17	79.7	696	208	32	LOW	Protein SPEC3	SwissProt
Montipora_capitata_HIv3___RNAseq.g13022.t1	Q9NZJ4	SACS_HUMAN	31.640	4665	2735	127	19	13179	86	4574	0.0	1992	13188	4579	99	MEDIUM	Sacsin	SwissProt
Montipora_capitata_HIv3___RNAseq.g13056.t1	G8XYX6	MOT8_DANRE	26.562	192	135	4	4	570	317	505	8.45e-14	73.6	717	526	79	LOW	Monocarboxylate transporter 8	SwissProt
