gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
Montipora_capitata_HIv3___RNAseq.g21206.t1	A0AAD9PYE1	A0AAD9PYE1_ACRCE	77.778	387	63	4	1228	2376	219	586	0.0	555	2577	631	45	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g21311.t1	A0ABN8SIC2	A0ABN8SIC2_9CNID	76.970	165	34	1	1	495	1	161	1.78e-88	265	516	165	96	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g21397.t1a	A0AAD9QHF4	A0AAD9QHF4_ACRCE	54.274	234	100	4	712	1410	1	228	2.55e-79	261	1452	374	48	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g35066.t1	A0A9X0CUW5	A0A9X0CUW5_9CNID	43.373	332	93	8	484	1206	135	462	1.44e-68	233	1209	462	85	HIGH	BEN domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g21486.t1	A0A2B4RIG1	A0A2B4RIG1_STYPI	64.205	704	248	2	484	2583	222	925	0.0	987	2676	1177	87	HIGH	C2H2-type domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g21704.t1	A0A6S7HWP8	A0A6S7HWP8_PARCT	46.053	76	33	4	43	246	7	82	3.51e-06	50.4	303	288	86	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g35430.t1c	A0ABN8RKJ7	A0ABN8RKJ7_9CNID	75.000	624	155	1	652	2520	432	1055	0.0	1006	2550	1061	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g36191.t1	A0ABN8MFM6	A0ABN8MFM6_9CNID	63.008	246	91	0	382	1119	241	486	4.33e-91	292	1215	486	61	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g22588.t1	A0A9W9YHH6	A0A9W9YHH6_9CNID	68.796	407	122	4	10	1224	8	411	0.0	561	1233	412	99	HIGH	Transmembrane protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g22699.t1	A0ABN8Q943	A0ABN8Q943_9CNID	31.715	309	193	4	100	1020	24	316	1.34e-54	191	1026	332	90	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g22943.t1	A0AAD9R3G9	A0AAD9R3G9_ACRCE	52.632	228	102	3	4	684	40	262	1.47e-62	213	981	373	69	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g36774.t2	A0AAD9UUY8	A0AAD9UUY8_ACRCE	64.815	216	47	5	10	648	26	215	1.15e-74	248	1908	233	33	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g23158.t1	A0ABN8LW15	A0ABN8LW15_9CNID	70.192	208	62	0	13	636	391	598	4.55e-107	329	648	605	96	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g23221.t1	A0AAD9UZS5	A0AAD9UZS5_ACRCE	28.022	182	118	7	28	555	5	179	6.53e-07	59.7	567	655	93	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g35091.t1	A0AAD9QRP1	A0AAD9QRP1_ACRCE	95.804	143	6	0	1	429	34	176	4.46e-86	294	1095	1453	39	LOW	Tetratricopeptide repeat protein 28	TrEMBL
Montipora_capitata_HIv3___RNAseq.g35114.t1	A0A9X0A3F6	A0A9X0A3F6_9CNID	67.442	43	14	0	298	170	251	293	2.68e-10	66.2	321	359	40	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g35400.t1	A0AAD9V403	A0AAD9V403_ACRCE	69.767	43	12	1	217	345	71	112	7.16e-08	59.7	348	562	37	LOW	Origin recognition complex subunit 3	TrEMBL
Montipora_capitata_HIv3___RNAseq.g35504.t1	A0A6S7H1V9	A0A6S7H1V9_PARCT	42.249	329	188	2	4	987	101	428	4.37e-81	262	1011	428	97	HIGH	ATP-dependent DNA helicase PIF1	TrEMBL
Montipora_capitata_HIv3___RNAseq.g35661.t1	A0AAD9VH01	A0AAD9VH01_ACRCE	38.604	487	250	16	1402	2829	550	998	4.11e-55	218	2832	998	93	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g36521.t1	A0ABN8LTZ9	A0ABN8LTZ9_9CNID	52.713	129	60	1	386	3	26	154	7.37e-33	127	504	284	76	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g36544.t1	A0A9X0D8G3	A0A9X0D8G3_9CNID	66.087	115	37	1	28	372	1	113	1.21e-49	165	453	137	76	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g36574.t1	A0A1V4BZ59	A0A1V4BZ59_MICAE	53.846	65	26	2	7	192	6	69	2.40e-10	69.3	591	327	31	LOW	DUF7910 domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g6748.t1	A0AAD9UZ83	A0AAD9UZ83_ACRCE	68.000	50	16	0	1	150	1	50	2.45e-06	56.2	546	183	27	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g36794.t1	A0A913XR36	A0A913XR36_EXADI	57.962	628	238	8	52	1863	14	639	0.0	697	1899	651	95	HIGH	SWIM-type domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g36856.t1	A0A2B4RS22	A0A2B4RS22_STYPI	79.462	409	58	6	658	1875	67	452	0.0	631	2100	476	74	HIGH	YqaJ viral recombinase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28080.t1	A0ABN8Q294	A0ABN8Q294_9CNID	66.250	80	27	0	16	255	49	128	1.08e-18	86.7	333	196	72	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28101.t1	A0ABN8MH49	A0ABN8MH49_9CNID	50.980	51	25	0	1	153	1	51	1.80e-08	57.4	306	98	50	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28234.t1	A0A2B4SDB1	A0A2B4SDB1_STYPI	45.455	264	127	4	127	918	18	264	2.42e-72	235	984	283	80	HIGH	FP protein C-terminal domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28264.t1	A0ABN8MED9	A0ABN8MED9_9CNID	80.576	798	141	2	1	2394	1	784	0.0	1318	2415	790	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28331.t1	A0ABN8RD97	A0ABN8RD97_9CNID	58.537	82	31	1	400	645	109	187	7.22e-22	98.6	654	189	38	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g24803.t1	A0ABN8MI89	A0ABN8MI89_9CNID	35.878	131	71	3	1	393	1	118	8.94e-14	75.1	636	118	62	MEDIUM	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28338.t1	A0ABN8MIU8	A0ABN8MIU8_9CNID	45.852	229	111	7	106	762	130	355	1.11e-57	197	786	364	84	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28345.t1	A0ABN8MIU8	A0ABN8MIU8_9CNID	39.344	183	99	5	1	522	176	355	3.85e-32	128	540	364	97	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28347.t1	A0ABN8P2Z8	A0ABN8P2Z8_9CNID	38.168	131	68	4	1	393	1	118	1.36e-13	77.4	474	364	83	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28351.t1	A0ABN8MIU8	A0ABN8MIU8_9CNID	39.891	183	98	5	1	522	176	355	3.51e-33	130	540	364	97	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28355.t1	A0ABN8P565	A0ABN8P565_9CNID	40.000	145	73	6	1	429	1	133	1.70e-15	83.2	525	364	82	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g28721.t1	A0AAD9UZ03	A0AAD9UZ03_ACRCE	92.346	601	21	1	1	1803	1	576	0.0	1131	3522	828	63	HIGH	SAP domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g25598.t1	A0AAD9QGQ9	A0AAD9QGQ9_ACRCE	81.061	132	24	1	1	396	1	131	1.75e-57	208	1554	475	57	MEDIUM	UBX domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29130.t1	A0AAD9Q8P4	A0AAD9Q8P4_ACRCE	89.474	95	9	1	1	282	1	95	1.93e-47	159	498	109	57	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29141.t1	A0AAU9Y1N1	A0AAU9Y1N1_9CNID	53.623	69	24	2	13	219	1	61	4.64e-10	65.1	417	195	50	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29153.t1	A0A6S7IEZ4	A0A6S7IEZ4_PARCT	45.882	85	43	1	262	507	96	180	4.96e-11	68.9	510	212	48	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29213.t1	A0AAD9UUJ5	A0AAD9UUJ5_ACRCE	51.553	483	229	4	49	1494	33	511	8.77e-158	468	1500	512	96	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29220.t1	A0AAD9UUJ5	A0AAD9UUJ5_ACRCE	48.857	481	230	7	1	1404	34	511	2.61e-144	432	1446	512	97	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29304.t1	A0AAD9PVR5	A0AAD9PVR5_ACRCE	71.556	784	209	3	1714	4056	390	1162	0.0	1132	4209	1236	67	HIGH	Integrase catalytic domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g25797.t1	A0AAD9Q2G2	A0AAD9Q2G2_ACRCE	56.494	154	62	2	910	1371	176	324	6.25e-45	169	1392	336	33	LOW	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29468.t1	A0ABN8P5W0	A0ABN8P5W0_9CNID	41.935	186	94	3	1	522	207	390	1.53e-31	127	540	396	97	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29472.t1	A0AAD9PW45	A0AAD9PW45_ACRCE	58.120	117	46	1	139	489	114	227	8.66e-32	124	555	238	63	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g29625.t1b	A0A2B4SS42	A0A2B4SS42_STYPI	68.182	132	42	0	277	672	290	421	2.65e-52	186	843	445	47	LOW	CCHC-type domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g12989.t1	A0AAD9QWE0	A0AAD9QWE0_ACRCE	42.075	2082	998	47	109	5997	26	2018	0.0	1305	6027	2033	98	HIGH	Non-specific serine/threonine protein kinase	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13092.t1	A0AAD9VBR3	A0AAD9VBR3_ACRCE	57.426	101	43	0	190	492	12	112	2.31e-24	108	519	442	58	MEDIUM	DDE Tnp4 domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13129.t1	A0A6P8HBB0	A0A6P8HBB0_ACTTE	72.289	498	135	3	1	1488	1	497	0.0	735	1494	498	99	HIGH	Uncharacterized protein LOC116290778 isoform X2	TrEMBL
Montipora_capitata_HIv3___TS.g21221.t2	A0ABN8R024	A0ABN8R024_9CNID	49.553	559	207	18	91	1602	210	748	9.48e-137	425	1680	774	90	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13158.t1	A0ABN8PAW6	A0ABN8PAW6_9CNID	37.294	303	178	8	349	1251	1	293	7.28e-41	166	1632	607	55	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13213.t1	A0AAD9VC57	A0AAD9VC57_ACRCE	74.539	271	67	2	124	930	7	277	9.19e-152	436	951	296	85	HIGH	Phytanoyl-CoA dioxygenase	TrEMBL
Montipora_capitata_HIv3___TS.g21362.t2	A0AAD9QGL3	A0AAD9QGL3_ACRCE	78.008	241	34	3	1	714	1	225	2.63e-91	277	717	225	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g21513.t2	A0AAD9QQG5	A0AAD9QQG5_ACRCE	55.685	343	137	4	457	1458	254	590	1.21e-100	329	1461	803	69	HIGH	C2H2-type domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g21713.t1	A0A9W9Z1F8	A0A9W9Z1F8_9CNID	82.927	123	21	0	304	672	319	441	1.16e-68	226	681	441	54	MEDIUM	Integrase catalytic domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g21730.t1	A0ABN8PR25	A0ABN8PR25_9CNID	84.127	63	9	1	31	219	12	73	2.45e-30	110	222	73	85	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13680.t1	A0AAD9Q0I8	A0AAD9Q0I8_ACRCE	58.159	478	33	8	1	1200	1	389	1.10e-158	461	1203	389	99	HIGH	Integrase catalytic domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g13866.t1	A0ABN8LBD2	A0ABN8LBD2_9CNID	37.410	417	183	13	211	1404	117	474	8.42e-53	194	1407	474	85	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14143.t1	A0ABN8SCZ2	A0ABN8SCZ2_9CNID	84.071	113	18	0	205	543	1	113	9.40e-63	199	597	114	57	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14145.t1	A0ABN8SB13	A0ABN8SB13_9CNID	50.178	281	124	4	181	999	1	273	5.26e-84	265	1032	278	79	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14350.t1	A0AAD9PST9	A0AAD9PST9_ACRCE	90.860	186	14	1	1	558	1	183	5.59e-110	330	1203	183	46	LOW	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14363.t1	A0AAD9Q2K9	A0AAD9Q2K9_ACRCE	77.852	149	14	3	211	654	107	237	1.64e-66	224	705	529	63	HIGH	YqaJ viral recombinase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14511.t1	A0A2B4T1V8	A0A2B4T1V8_STYPI	72.807	114	31	0	223	564	30	143	4.26e-46	174	804	762	43	LOW	Reverse transcriptase domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14568.t1	A0AAU9VZL3	A0AAU9VZL3_9CNID	61.429	70	26	1	4	213	5	73	1.70e-20	89.0	384	96	55	MEDIUM	PHD-type domain-containing protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14616.t1	A0A6S7I9G6	A0A6S7I9G6_PARCT	75.177	141	35	0	1	423	954	1094	2.24e-68	234	471	1191	90	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14643.t1	A0ABN8PER2	A0ABN8PER2_9CNID	64.762	105	37	0	1	315	1	105	1.16e-37	144	333	701	95	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14772.t1	A0A9W9ZRX3	A0A9W9ZRX3_9CNID	44.737	76	39	2	88	312	20	93	9.02e-11	63.9	330	99	68	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g14938.t1	A0A6S7GQ68	A0A6S7GQ68_PARCT	56.798	662	248	8	31	1914	15	672	0.0	698	1917	672	98	HIGH	40S ribosomal S2	TrEMBL
Montipora_capitata_HIv3___RNAseq.g15054.t1a	A0AAD9QA50	A0AAD9QA50_ACRCE	67.548	416	80	6	1	1191	1	380	4.22e-172	503	1800	387	66	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g15054.t1b	A0AAD9QM76	A0AAD9QM76_ACRCE	53.623	69	32	0	211	417	80	148	2.99e-19	88.6	453	152	46	LOW	UBX domain-containing protein	TrEMBL
Montipora_capitata_HIv3___TS.g23146.t1c	A0A9D4S060	A0A9D4S060_DREPO	35.878	262	168	0	863	78	1	262	1.27e-43	161	1050	264	87	MEDIUM	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g15221.t1	A0AAD9QU17	A0AAD9QU17_ACRCE	54.225	284	105	3	139	978	3443	3705	6.25e-47	181	1011	3767	83	HIGH	Mucin-like protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g4930.t1	A0ABN8PKK0	A0ABN8PKK0_9CNID	91.209	91	8	0	1	273	175	265	5.81e-51	174	279	390	98	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g4932.t1	A0A2B4RWY1	A0A2B4RWY1_STYPI	62.102	314	102	6	1	909	1	308	7.55e-113	340	912	363	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g4934.t1	A0AAD9PVJ0	A0AAD9PVJ0_ACRCE	81.089	349	61	3	1	1032	1	349	3.23e-173	494	1035	349	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g5059.t1	A0AAD9QXN2	A0AAD9QXN2_ACRCE	86.555	119	16	0	1	357	1	119	4.45e-72	220	360	121	99	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___TS.g26873.t1	A0A6S7G503	A0A6S7G503_PARCT	31.894	301	175	6	10	903	10	283	1.38e-35	148	1020	1364	88	MEDIUM	Chromatin modification-related YNG2	TrEMBL
Montipora_capitata_HIv3___RNAseq.g5270.t1	A0A9W9Z259	A0A9W9Z259_9CNID	33.758	157	89	4	217	660	1	151	5.43e-14	77.0	666	153	67	MEDIUM	Lectin	TrEMBL
Montipora_capitata_HIv3___TS.g27540.t1	A0A2B4SI97	A0A2B4SI97_STYPI	85.219	433	55	1	226	1524	1	424	0.0	738	1821	448	71	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___TS.g27791.t1	A0ABN8RQT8	A0ABN8RQT8_9CNID	81.224	245	46	0	73	807	246	490	4.16e-130	389	939	513	78	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6532.t1	A0A2B4S704	A0A2B4S704_STYPI	65.728	213	17	2	199	678	376	585	2.14e-72	257	1659	829	29	LOW	RNA-directed DNA polymerase from mobile element jockey	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6534.t1	A0ABN8N380	A0ABN8N380_9CNID	58.462	130	52	1	127	516	12	139	5.18e-42	150	651	188	60	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6536.t1a	A0AAD9QHQ7	A0AAD9QHQ7_ACRCE	79.006	181	38	0	283	825	462	642	8.31e-67	229	828	642	66	HIGH	Peroxidasin-like protein	TrEMBL
Montipora_capitata_HIv3___TS.g28328.t1	A0ABN8M777	A0ABN8M777_9CNID	69.663	89	26	1	310	576	11	98	3.31e-34	130	639	205	42	LOW	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6560.t1	A0ABN8R3T8	A0ABN8R3T8_9CNID	68.531	143	43	2	1	423	1	143	9.96e-62	209	615	492	69	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6650.t1	A0A3M6THU5	A0A3M6THU5_POCDA	68.018	222	69	2	1	660	279	500	1.04e-91	292	663	679	99	HIGH	Peptidase A2 domain-containing protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.2336_t	A0AAU9VXG0	A0AAU9VXG0_9CNID	53.383	133	59	1	184	582	5	134	5.80e-44	153	627	134	64	HIGH	Uncharacterized protein (Fragment)	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6709.t1	A0A2B4SBQ8	A0A2B4SBQ8_STYPI	42.424	297	143	9	115	969	9	289	9.38e-56	192	996	290	86	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6767.t1	A0AAD9V109	A0AAD9V109_ACRCE	71.579	95	26	1	1	282	1	95	2.33e-40	140	366	119	77	HIGH	Uncharacterized protein	TrEMBL
Montipora_capitata_HIv3___RNAseq.g6958.t1	A0ABN8SY98	A0ABN8SY98_9CNID	45.638	149	66	3	1	447	63	196	1.08e-29	117	474	216	94	HIGH	Uncharacterized protein	TrEMBL
