"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","season","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","short_desc"
91.3941787145196,1.20304337512976,0.275119383997407,4.3728048443911,1.22660364724071e-05,0.00583260088391211,"SCF082_s4926_g43716","Winter","Q9SQN2","FBT3_ARATH",31.217,189,118,3,343,909,271,447,1.49e-17,87,1029,497,55,"MEDIUM","Probable folate-biopterin transporter 3","SwissProt","Symbiont","Probable folate-biopterin transporter 3"
630.481397938763,0.535615479061124,0.124800370793902,4.29177794628232,1.77248154831185e-05,0.00790963073697439,"SCF082_s536_g14548","Winter","O15865","CDPK2_PLAFK",33.813,278,171,4,1846,2673,65,331,1.85e-46,178,3282,513,25,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Calcium-dependent protein kinase 2"
276.730783921963,0.667943700189014,0.15638253635551,4.2712166956453,1.94409387061743e-05,0.0082927039428131,"SCF082_s1725_g29635","Winter","A0ABP0JPD7","A0ABP0JPD7_9DINO",100,851,0,0,1,2553,1,851,0,1609,2556,851,99,"HIGH","Potassium channel GORK (Fragment)","TrEMBL","Symbiont","Potassium channel GORK (Fragment)"
47.9212580985413,1.85621706587079,0.435864907848625,4.25869812514352,2.05620926866561e-05,0.00845567262606107,"SCF082_s251_g8498","Winter","A0ABP0LM70","A0ABP0LM70_9DINO",100,132,0,0,1,396,1,132,1.08e-77,235,399,132,99,"HIGH","Alpha-amylase type B isozyme","TrEMBL","Symbiont","Alpha-amylase type B isozyme"
178.08391580568,0.820072868433259,0.195323872106904,4.19852862626243,2.68654895931153e-05,0.00987515759654948,"SCF082_s292_g9467","Winter","C9D7C2","CAC1A_APIME",23.562,365,218,16,505,1476,880,1224,2.32e-07,58.2,1770,1904,55,"LOW","Voltage-dependent calcium channel type A subunit alpha-1","SwissProt","Symbiont","Voltage-dependent calcium channel type A subunit alpha-1"
1518.41940808986,0.40907617225345,0.101886314779621,4.01502569936186,5.94393177407924e-05,0.015995005028341,"SCF082_s2992_g38221","Winter","O15865","CDPK2_PLAFK",35.255,451,264,10,2797,4098,67,506,1.24e-74,262,5562,513,48,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Calcium-dependent protein kinase 2"
92.8930843448332,1.09329385233139,0.280114815660776,3.9030204445001,9.49996746876361e-05,0.0196825754570684,"SCF082_s1249_g25023","Winter","P39665","SPHX_SYNE7",23.385,325,166,8,169,1137,29,272,1.94e-13,77,4380,337,22,"LOW","Protein SphX","SwissProt","Symbiont","Protein SphX"
843.238975146185,0.53097726695639,0.137549120447207,3.86027380785896,0.000113260040937378,0.0229735716603468,"SCF082_s299_g9642","Winter","A0ABP0MIB5","A0ABP0MIB5_9DINO",100,1187,0,0,1,3561,1,1187,0,2308,3564,1187,99,"HIGH","Probable outer membrane protein PmpA (Polymorphic membrane protein A)","TrEMBL","Symbiont","Probable outer membrane protein PmpA (Polymorphic membrane protein A)"
153.114065944966,0.980356346091342,0.254856406568741,3.84670081199986,0.000119719013301651,0.0239487565505357,"SCF082_s223_g7737","Winter","O15865","CDPK2_PLAFK",26.852,324,186,13,451,1368,31,321,9.59e-24,109,2373,513,39,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Calcium-dependent protein kinase 2"
237.08575377856,0.669694434718732,0.174379104856015,3.84045115538183,0.000122808406484796,0.0241039320707458,"SCF082_s150_g5717","Winter","Q8H569","AKT3_ORYSJ",21.053,494,336,17,562,1965,30,495,1.43e-11,72,2286,907,61,"LOW","Potassium channel AKT3","SwissProt","Symbiont","Potassium channel AKT3"
6948.42142289128,-0.399146392066149,0.104632755139353,-3.81473651854579,0.000136328311512801,0.0255829973271484,"SCF082_s28126_g52378","Winter","P51874","PCP_SYMSP",85.577,104,15,0,1,312,262,365,1.07e-45,153,315,365,99,"HIGH","Peridinin-chlorophyll a-binding protein, chloroplastic","SwissProt","Symbiont","Peridinin-chlorophyll a-binding protein"
620.77246702784,0.520805152847818,0.137024694889748,3.80081235186741,0.000144222491998053,0.0259612133956725,"SCF082_s19_g925","Winter","A0ABP0K7D3","A0ABP0K7D3_9DINO",100,559,0,0,1,1677,1,559,0,1046,1680,559,99,"HIGH","MFS-type efflux pump MSMEG_3705","TrEMBL","Symbiont","MFS-type efflux pump MSMEG_3705"
430.369711147113,0.57554246288949,0.151358128607738,3.80252100223224,0.000143231119962035,0.0259612133956725,"SCF082_s92_g3945","Winter","P44429","ALF_HAEIN",56.897,348,148,2,349,1389,8,354,6.64e-135,419,3765,359,28,"LOW","Fructose-bisphosphate aldolase","SwissProt","Symbiont","Fructose-bisphosphate aldolase"
148.003249443539,0.909421924744222,0.241947078677536,3.7587638161,0.000170754930207149,0.0277567579584939,"SCF082_s159_g5966","Winter","Q5XF09","PT311_ARATH",26.752,157,101,3,1,441,156,308,5.21e-11,64.3,630,308,70,"LOW","Probable sugar phosphate/phosphate translocator At3g11320","SwissProt","Symbiont","Probable sugar phosphate/phosphate translocator At3g11320"
252.656971933417,0.663862429317851,0.177207440590924,3.74624466728995,0.000179501526983968,0.0279773101875737,"SCF082_s513_g14125","Winter","Q75JF3","CLCC_DICDI",37.853,177,101,3,385,903,141,312,5.52e-09,63.9,2736,757,19,"LOW","Chloride channel protein C","SwissProt","Symbiont","Chloride channel protein C"
267.923739024059,0.527115145990936,0.140750364597803,3.74503574109508,0.000180368096430955,0.0279773101875737,"SCF082_s958_g21386","Winter","A0ABP0SN85","A0ABP0SN85_9DINO",100,703,0,0,1,2109,1,703,0,1171,2187,728,96,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1G (Voltage-gated calcium channel subunit alpha Cav3.1)","TrEMBL","Symbiont","Voltage-dependent T-type calcium channel subunit alpha-1G (Voltage-gated calcium channel subunit alpha Cav3.1)"
9012.39160434009,-0.31152356524592,0.083577649680653,-3.72735493802756,0.000193499865151689,0.0287828568645636,"SCF082_s38480_g53257","Winter","Q40300","FCPF_MACPY",35.606,132,67,5,1,345,58,188,1.11e-11,63.2,439,211,79,"MEDIUM","Fucoxanthin-chlorophyll a-c binding protein F, chloroplastic (Fragment)","SwissProt","Symbiont","Fucoxanthin-chlorophyll a-c binding protein F"
980.058889375124,-0.376545321894978,0.10130071879161,-3.71710414680852,0.000201519386354006,0.0295215723261834,"SCF082_s697_g17573","Winter","L0E172","PHQN_PENFE",26.502,283,181,5,19,792,45,325,5.68e-32,123,807,326,96,"LOW","Methyltransferase phqN","SwissProt","Symbiont","Methyltransferase phqN"
363.504867971816,0.572164408652958,0.154285703248385,3.70847328434461,0.000208512654706078,0.0300901396139528,"SCF082_s1403_g26653","Winter","A0ABP0IMC8","A0ABP0IMC8_9DINO",100,626,0,0,1,1878,1,626,0,1254,1881,626,99,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1H","TrEMBL","Symbiont","Voltage-dependent T-type calcium channel subunit alpha-1H"
3764.2334977855,-0.296146645230988,0.0801181792999715,-3.6963726312624,0.000218701902253614,0.0306457361196537,"SCF082_s20828_g51206","Winter","P51193","PSAF_PORPU",55,40,18,0,466,585,141,180,2.94e-08,55.1,615,185,20,"LOW","Photosystem I reaction center subunit III","SwissProt","Symbiont","Photosystem I reaction center subunit III"
298.618965127131,0.663031879526464,0.179989031097075,3.68373492254017,0.000229841259608283,0.0317465503628469,"SCF082_s93_g3967","Winter","P44429","ALF_HAEIN",56.897,348,148,2,349,1389,8,354,1.55e-138,419,2634,359,40,"LOW","Fructose-bisphosphate aldolase","SwissProt","Symbiont","Fructose-bisphosphate aldolase"
8657.36759699347,-0.280456348947761,0.076280291239003,-3.67665545571961,0.000236311869723903,0.0321805732075659,"SCF082_s6009_g44918","Winter","P51874","PCP_SYMSP",86.923,130,17,0,1,390,236,365,1.57e-65,206,393,365,99,"HIGH","Peridinin-chlorophyll a-binding protein, chloroplastic","SwissProt","Symbiont","Peridinin-chlorophyll a-binding protein"
168.328579439253,0.837219321156172,0.231695109254614,3.6134527131349,0.000302146479713043,0.0377761240972263,"SCF082_s174_g6404","Winter","A0ABP0JR97","A0ABP0JR97_9DINO",100,469,0,0,1,1407,1,469,0,894,1410,469,99,"HIGH","Sodium channel protein type 11 subunit alpha (NaN) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9)","TrEMBL","Symbiont","Sodium channel protein type 11 subunit alpha (NaN) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9)"
234.474691774725,0.601407760053117,0.16663472219704,3.6091383123739,0.000307215786433353,0.0381862779060948,"SCF082_s2258_g33722","Winter","P96202","PPSC_MYCTU",31.589,535,333,12,3247,4788,1456,1978,8.66e-57,222,4788,2188,55,"MEDIUM","Phenolphthiocerol/phthiocerol polyketide synthase subunit C","SwissProt","Symbiont","Phenolphthiocerol/phthiocerol polyketide synthase subunit C"
864.82983365631,0.456520527837208,0.126831263540794,3.59943215176102,0.000318912825940395,0.0388671656690214,"SCF082_s3531_g40619","Winter","A0ABP0NEP4","A0ABP0NEP4_9DINO",100,606,0,0,1,1818,1,606,0,1159,1821,606,99,"HIGH","Voltage-dependent N-type calcium channel subunit alpha-1B (Fragment)","TrEMBL","Symbiont","Voltage-dependent N-type calcium channel subunit alpha-1B (Fragment)"
466.661612602531,0.453510295720573,0.126238259180822,3.59249484794441,0.000327527131898023,0.0397500083172973,"SCF082_s1311_g25754","Winter","Q9H252","KCNH6_HUMAN",22.043,372,238,6,85,1095,241,595,1.15e-11,71.2,1515,958,67,"LOW","Voltage-gated inwardly rectifying potassium channel KCNH6","SwissProt","Symbiont","Voltage-gated inwardly rectifying potassium channel KCNH6"
955.19785262538,-0.392440440546308,0.109739122199142,-3.57612155703372,0.000348729545327896,0.0417985503792601,"SCF082_s163_g6099","Winter","Q7XY82","PSBU_GRIJA",54.945,91,41,0,280,552,63,153,7.75e-32,115,555,153,49,"LOW","Photosystem II extrinsic protein U, chloroplastic","SwissProt","Symbiont","Photosystem II extrinsic protein U"
8325.38955676257,-0.265333123886268,0.0745779669446495,-3.55779508019029,0.000373980879356876,0.0437406830105868,"SCF082_s36642_g53145","Winter","P41203","EF1A_DESMO",34.591,159,102,2,28,504,274,430,1.57e-24,102,546,438,87,"MEDIUM","Elongation factor 1-alpha","SwissProt","Symbiont","Elongation factor 1-alpha"
1273.05443751795,-0.362375662001931,0.10213898577265,-3.54786822348658,0.000388362472812478,0.0447017535174554,"SCF082_s43423_g53489","Winter","O96423","G3PG_CRIFA",82.759,116,20,0,1,348,229,344,2.96e-66,206,348,361,100,"HIGH","Glyceraldehyde-3-phosphate dehydrogenase, glycosomal","SwissProt","Symbiont","Glyceraldehyde-3-phosphate dehydrogenase"
396.762479139492,-0.4664275130288,0.132690823987542,-3.51514520003728,0.000439513611250669,0.0479268113080334,"SCF082_s578_g15429","Winter","H3ZPL1","ARAT1_THELN",29.63,162,93,5,1,432,249,407,1.36e-10,61.6,441,417,98,"LOW","Aromatic-amino-acid aminotransferase 1","SwissProt","Symbiont","Aromatic-amino-acid aminotransferase 1"
