"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","season","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","short_desc"
20.3974514935128,4.949151021054,1.06618367439385,4.64193097297961,3.4516818109586e-06,0.000279828449972627,"Montipora_capitata_HIv3___RNAseq.g14568.t1","Summer","A0AAU9VZL3","A0AAU9VZL3_9CNID",61.429,70,26,1,4,213,5,73,1.7e-20,89,384,96,55,"MEDIUM","PHD-type domain-containing protein","TrEMBL","Host","PHD-type domain-containing protein"
275.891083323452,1.07531912688759,0.237963461648399,4.51884133571909,6.21789676815041e-06,0.000463433886542307,"Montipora_capitata_HIv3___TS.g4543.t1","Summer","O88871","GABR2_RAT",37.584,298,175,3,88,981,457,743,2.61e-57,206,1290,940,69,"MEDIUM","Gamma-aminobutyric acid type B receptor subunit 2","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 2"
217.118427863196,2.89106119278926,0.640580231193547,4.51319140367874,6.38593417126948e-06,0.000474427681759426,"Montipora_capitata_HIv3___RNAseq.g27709.t1","Summer","P18433","PTPRA_HUMAN",53.659,41,19,0,3,125,735,775,1.06e-07,57.4,1074,802,11,"LOW","Receptor-type tyrosine-protein phosphatase alpha","SwissProt","Host","Receptor-type tyrosine-protein phosphatase alpha"
141.953009619649,-1.30308709292623,0.291749962575544,-4.46645161981404,7.95276364270515e-06,0.000576857957096255,"Montipora_capitata_HIv3___RNAseq.g3112.t1","Summer","P20645","MPRD_HUMAN",41.667,72,42,0,589,804,175,246,1.67e-06,52,855,277,25,"LOW","Cation-dependent mannose-6-phosphate receptor","SwissProt","Host","Cation-dependent mannose-6-phosphate receptor"
547.230048105129,1.3814247455365,0.313371282846752,4.40826846987144,1.04200332043469e-05,0.000727356094218838,"Montipora_capitata_HIv3___RNAseq.g49548.t1b","Summer","Q90805","CNG1_CHICK",30.879,421,264,12,589,1824,244,646,6.68e-51,196,3444,735,72,"MEDIUM","Cyclic nucleotide-gated channel cone photoreceptor subunit alpha","SwissProt","Host","Cyclic nucleotide-gated channel cone photoreceptor subunit alpha"
178.411291357082,2.88878730257899,0.660346743967346,4.37465214899559,1.21626267579555e-05,0.000828960151158002,"Montipora_capitata_HIv3___RNAseq.g36907.t1","Summer","Q6PEH9","S39AA_DANRE",44.025,159,81,4,439,900,686,841,4.2e-31,126,918,847,50,"MEDIUM","Zinc transporter ZIP10","SwissProt","Host","Zinc transporter ZIP10"
434.416316468247,-3.47219408889022,0.82669316251484,-4.20010016573457,2.66796923639464e-05,0.00163077855044704,"Montipora_capitata_HIv3___RNAseq.g24095.t1","Summer","P97819","PLPL9_MOUSE",51.864,295,137,2,1564,2433,512,806,1.2e-96,322,2436,807,83,"HIGH","85/88 kDa calcium-independent phospholipase A2","SwissProt","Host","85/88 kDa calcium-independent phospholipase A2"
12928.8693881226,0.52106643106324,0.125086130580272,4.16566112202866,3.10451570887427e-05,0.00186796446493594,"Montipora_capitata_HIv3___RNAseq.g44814.t1","Summer","Q9XTA5","HIF1A_BOVIN",40.548,365,197,6,208,1263,7,364,3.08e-76,265,2181,823,48,"LOW","Hypoxia-inducible factor 1-alpha","SwissProt","Host","Hypoxia-inducible factor 1-alpha"
79.4671775502798,-1.22003471991186,0.293040586890808,-4.16336430682371,3.13592419452981e-05,0.00188196177960029,"Montipora_capitata_HIv3___TS.g46118.t1","Summer","A0A3M6USR2","A0A3M6USR2_POCDA",69.444,36,11,0,257,364,3575,3610,1.77e-06,56.6,393,3614,27,"LOW","AAA+ ATPase domain-containing protein","TrEMBL","Host","AAA+ ATPase domain-containing protein"
145.098769276402,2.26908604551149,0.548657264198719,4.13570765134287,3.53862461690968e-05,0.00209059739812218,"Montipora_capitata_HIv3___RNAseq.g8250.t1b","Summer","Q9UNQ0","ABCG2_HUMAN",50.556,540,260,3,28,1641,60,594,1.64e-179,524,1692,655,95,"HIGH","Broad substrate specificity ATP-binding cassette transporter ABCG2","SwissProt","Host","Broad substrate specificity ATP-binding cassette transporter ABCG2"
31.723520491827,2.06212254589932,0.507388144728089,4.06419142292814,4.81992579341409e-05,0.00277025834469732,"Montipora_capitata_HIv3___RNAseq.34213_t","Summer","O15247","CLIC2_HUMAN",30.769,234,138,3,19,663,12,240,3.35e-16,78.6,696,247,93,"MEDIUM","Chloride intracellular channel protein 2","SwissProt","Host","Chloride intracellular channel protein 2"
286.809675243749,-1.28912468014067,0.322686866067911,-3.994971025159,6.47021654018741e-05,0.00356506018131418,"Montipora_capitata_HIv3___RNAseq.g50170.t1","Summer","O75899","GABR2_HUMAN",26.368,603,368,14,379,2049,173,745,1.08e-52,201,2319,941,72,"LOW","Gamma-aminobutyric acid type B receptor subunit 2","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 2"
34.5021189785869,4.72057219572963,1.1845146112014,3.98523762483753,6.74126294776523e-05,0.00368219575432898,"Montipora_capitata_HIv3___RNAseq.g27335.t1","Summer","A0A2B4SR79","A0A2B4SR79_STYPI",62.632,190,49,3,73,597,217,399,1.81e-62,219,597,1175,88,"HIGH","Iron/zinc purple acid phosphatase-like protein","TrEMBL","Host","Iron/zinc purple acid phosphatase-like protein"
107.079851424901,2.56105409408742,0.643922739982514,3.97726922046109,6.97112244992173e-05,0.00379876849541136,"Montipora_capitata_HIv3___RNAseq.g13213.t1","Summer","A0AAD9VC57","A0AAD9VC57_ACRCE",74.539,271,67,2,124,930,7,277,9.19e-152,436,951,296,85,"HIGH","Phytanoyl-CoA dioxygenase","TrEMBL","Host","Phytanoyl-CoA dioxygenase"
847.788339964132,-1.99100974635002,0.505954604475041,-3.93515491061855,8.31430507823763e-05,0.00441613836396967,"Montipora_capitata_HIv3___RNAseq.33535_t","Summer","Q8IVG5","SAM9L_HUMAN",26.084,1522,896,61,2338,6591,186,1582,1.19e-83,309,6903,1584,62,"LOW","Sterile alpha motif domain-containing protein 9-like","SwissProt","Host","Sterile alpha motif domain-containing protein 9-like"
16.814221725716,-3.29424402623934,0.838354258693368,-3.92941765617513,8.51518292921324e-05,0.00449523926717122,"Montipora_capitata_HIv3___RNAseq.g4250.t1","Summer","A0AAD9QF79","A0AAD9QF79_ACRCE",84.848,726,42,6,1,1974,1,726,0,1086,1977,726,99,"HIGH","G2/M phase-specific E3 ubiquitin-protein ligase","TrEMBL","Host","G2/M phase-specific E3 ubiquitin-protein ligase"
213.706906750545,0.908616761529072,0.232200660845748,3.9130670783606,9.11312066614423e-05,0.00477457263018735,"Montipora_capitata_HIv3___TS.g28207.t1a","Summer","Q71RS6","NCKX5_HUMAN",40.043,462,254,5,226,1548,39,498,1.18e-122,372,1557,500,85,"HIGH","Sodium/potassium/calcium exchanger 5","SwissProt","Host","Sodium/potassium/calcium exchanger 5"
971.621872374437,-0.890846435324198,0.228192861531752,-3.90391894533582,9.46474905306602e-05,0.00490320688051772,"Montipora_capitata_HIv3___RNAseq.g19323.t1","Summer","A1L314","MPEG1_MOUSE",38.579,718,371,15,100,2214,43,703,2.24e-156,474,2241,713,94,"MEDIUM","Macrophage-expressed gene 1 protein","SwissProt","Host","Macrophage-expressed gene 1 protein"
124.409089541577,-3.62379181595344,0.930038380479503,-3.89638953833831,9.76373076663055e-05,0.00502318237244521,"Montipora_capitata_HIv3___TS.g13432.t1","Summer","F1R8P4","GLRA2_DANRE",34.444,270,165,7,2413,3204,175,438,4.47e-35,143,3207,449,25,"LOW","Glycine receptor subunit alpha-2","SwissProt","Host","Glycine receptor subunit alpha-2"
12.6287685587355,6.06725600541965,1.56187105048219,3.88460750555979,0.000102495332962195,0.00522771449909829,"Montipora_capitata_HIv3___TS.g19443.t1","Summer","Q4R9C4","G2E3_MACFA",24.839,310,213,9,241,1140,348,647,1.94e-14,79.3,1305,706,69,"LOW","G2/M phase-specific E3 ubiquitin-protein ligase","SwissProt","Host","G2/M phase-specific E3 ubiquitin-protein ligase"
722.016609804839,-1.87011540901227,0.483271577842668,-3.86969872583962,0.000108969927722497,0.00547336995658325,"Montipora_capitata_HIv3___RNAseq.g41416.t2a","Summer","B3EWZ9","HEPHL_ACRMI",54.771,1090,474,10,28,3270,6,1085,0,1250,3474,1114,93,"HIGH","Hephaestin-like protein","SwissProt","Host","Hephaestin-like protein"
14.5919207084027,3.12777968504568,0.809158311665922,3.86547309710766,0.000110874070614563,0.00554490346655731,"Montipora_capitata_HIv3___RNAseq.g30993.t1","Summer","P30437","CP17A_ONCMY",35.275,309,190,6,34,942,199,503,1.67e-56,194,951,514,96,"MEDIUM","Steroid 17-alpha-hydroxylase/17,20 lyase","SwissProt","Host","Steroid 17-alpha-hydroxylase/17"
63.5281769555909,-2.82909650605195,0.739315238692248,-3.82664438387101,0.00012990196852673,0.00635886648900446,"Montipora_capitata_HIv3___RNAseq.g20246.t1","Summer","Q5F4A1","G2E3_CHICK",34.715,193,121,4,970,1548,389,576,7.21e-22,103,1596,742,36,"LOW","G2/M phase-specific E3 ubiquitin-protein ligase","SwissProt","Host","G2/M phase-specific E3 ubiquitin-protein ligase"
147.54858353231,1.18509083510329,0.31297249118955,3.78656549206285,0.000152743851394431,0.00729162538526512,"Montipora_capitata_HIv3___RNAseq.g50166.t1","Summer","Q9UBS5","GABR1_HUMAN",26.385,758,467,19,22,2136,164,883,1.27e-61,226,2139,961,99,"LOW","Gamma-aminobutyric acid type B receptor subunit 1","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 1"
472.280154549877,-1.17674994168092,0.315608676874194,-3.72850947361625,0.000192615669086328,0.00879522734039447,"Montipora_capitata_HIv3___TS.g40633.t1","Summer","A6NMZ7","CO6A6_HUMAN",24.917,1200,801,34,571,3996,27,1184,1.95e-57,228,23757,2263,99,"LOW","Collagen alpha-6(VI) chain","SwissProt","Host","Collagen alpha-6(VI) chain"
1304.55584693552,-0.529510126574535,0.142142372231158,-3.72520957869917,0.000195153017071767,0.00885925963525562,"Montipora_capitata_HIv3___RNAseq.g14155.t1","Summer","Q6AZN8","ZNT6A_XENLA",54.545,330,148,1,280,1269,11,338,9.55e-114,346,1431,464,69,"HIGH","Zinc transporter 6-A","SwissProt","Host","Zinc transporter 6-A"
187.503447013313,0.872374747608656,0.2355321946162,3.70384502649496,0.00021235601850908,0.00956429981998497,"Montipora_capitata_HIv3___RNAseq.g40162.t1","Summer","Q9Z0U4","GABR1_RAT",27.44,707,444,19,88,2139,169,829,8.85e-58,216,2322,960,88,"LOW","Gamma-aminobutyric acid type B receptor subunit 1","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 1"
230.821559214783,0.883054727750774,0.240114703855961,3.67763703584141,0.000235404612675562,0.0104596607228247,"Montipora_capitata_HIv3___RNAseq.g26562.t1","Summer","Q8RB32","GDPD_CALS4",33.889,180,109,4,157,696,2,171,8.37e-19,88.2,1155,243,47,"LOW","Glycerophosphodiester phosphodiesterase","SwissProt","Host","Glycerophosphodiester phosphodiesterase"
2438.73419993217,1.45897127000211,0.398372459045385,3.66232965375725,0.00024993194673319,0.0109368894493757,"Montipora_capitata_HIv3___TS.g32593.t2","Summer","Q5FWH7","S39AC_MOUSE",31.177,603,318,19,421,2157,158,687,6.22e-56,206,2175,689,80,"MEDIUM","Zinc transporter ZIP12","SwissProt","Host","Zinc transporter ZIP12"
48.422584378804,3.18915425931709,0.873262968015762,3.65199759536755,0.000260208322095106,0.0112586391048828,"Montipora_capitata_HIv3___RNAseq.g47379.t1","Summer","Q99547","MPH6_HUMAN",48.352,91,42,2,1,273,75,160,1.22e-11,60.1,276,160,99,"MEDIUM","M-phase phosphoprotein 6","SwissProt","Host","M-phase phosphoprotein 6"
527.064042992672,1.00431918713062,0.276048534386727,3.63819786024885,0.000274552470609812,0.0115969558198166,"Montipora_capitata_HIv3___RNAseq.g40166.t1","Summer","O88871","GABR2_RAT",29.364,613,369,15,427,2193,172,744,3.9e-64,235,2463,940,72,"LOW","Gamma-aminobutyric acid type B receptor subunit 2","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 2"
20.0079340864305,-3.62774107583397,1.00354103851194,-3.61494043254395,0.000300416688085704,0.012425443702786,"Montipora_capitata_HIv3___RNAseq.g26824.t1","Summer","Q8H569","AKT3_ORYSJ",37.624,101,60,2,1,300,538,636,4.78e-08,52.8,321,907,93,"LOW","Potassium channel AKT3","SwissProt","Host","Potassium channel AKT3"
98.9818457237965,1.79889111481468,0.502174704518468,3.58220176888365,0.000340710474542631,0.0138107289724693,"Montipora_capitata_HIv3___TS.g1358.t1","Summer","Q9Z0U4","GABR1_RAT",22.737,475,291,14,70,1335,163,614,1.28e-22,104,1353,960,94,"LOW","Gamma-aminobutyric acid type B receptor subunit 1","SwissProt","Host","Gamma-aminobutyric acid type B receptor subunit 1"
232.670867569116,1.15909872327656,0.32743162399893,3.53997182410319,0.000400169752591046,0.0158592146374205,"Montipora_capitata_HIv3___RNAseq.g33449.t1","Summer","P09487","PPBT_BOVIN",48.156,488,233,8,157,1596,19,494,1.39e-146,435,1653,524,87,"HIGH","Alkaline phosphatase, tissue-nonspecific isozyme","SwissProt","Host","Alkaline phosphatase"
783.52491172335,-2.86907321436636,0.815857750613035,-3.51663413408837,0.000437055765236643,0.0170865879116627,"Montipora_capitata_HIv3___RNAseq.g13826.t1","Summer","P18258","TBA1_PARLI",97.059,340,10,0,1,1020,93,432,0,671,1083,452,94,"HIGH","Tubulin alpha-1 chain","SwissProt","Host","Tubulin alpha-1 chain"
56.3224020933737,-1.45074720868784,0.41396567291037,-3.50451088972769,0.000457446858953697,0.0177337410673241,"Montipora_capitata_HIv3___TS.g41812.t1","Summer","A0AAD9UUQ2","A0AAD9UUQ2_ACRCE",66.667,105,35,0,1,315,13,117,5.15e-38,144,384,507,82,"HIGH","Endonuclease/exonuclease/phosphatase domain-containing protein","TrEMBL","Host","Endonuclease/exonuclease/phosphatase domain-containing protein"
274.114343673541,1.17694985351583,0.338303380483815,3.47897751371165,0.000503330819253725,0.0192540704947969,"Montipora_capitata_HIv3___TS.g11205.t1","Summer","A0A2P1BRQ0","CTXA_SCOPL",40.455,220,130,1,295,954,79,297,7.54e-44,174,3444,702,19,"LOW","Cytolytic toxin-alpha","SwissProt","Host","Cytolytic toxin-alpha"
516.022742601112,1.18963995476407,0.342809130307674,3.47026916609938,0.000519937038833844,0.0197260185258719,"Montipora_capitata_HIv3___RNAseq.g9239.t1","Summer","Q96BD0","SO4A1_HUMAN",33.489,642,386,12,13,1887,80,697,3.41e-102,330,1983,722,95,"MEDIUM","Solute carrier organic anion transporter family member 4A1","SwissProt","Host","Solute carrier organic anion transporter family member 4A1"
93.3134512440219,-1.27574198452715,0.368455222711065,-3.46240711460227,0.00053536667091829,0.0200805956681284,"Montipora_capitata_HIv3___RNAseq.g45106.t1","Summer","Q4R9C4","G2E3_MACFA",29.859,355,214,8,769,1815,367,692,1.61e-42,166,1836,706,57,"LOW","G2/M phase-specific E3 ubiquitin-protein ligase","SwissProt","Host","G2/M phase-specific E3 ubiquitin-protein ligase"
162.941248729412,-0.96388806395673,0.279344167870413,-3.45053942348234,0.00055946744871861,0.0207487887682881,"Montipora_capitata_HIv3___TS.g50674.t1","Summer","Q9BXW7","HDHD5_HUMAN",38.107,412,169,11,109,1188,41,418,1.12e-57,197,1203,423,90,"MEDIUM","Haloacid dehalogenase-like hydrolase domain-containing 5","SwissProt","Host","Haloacid dehalogenase-like hydrolase domain-containing 5"
169.993383248144,0.912379822247632,0.26827106234865,3.40096249763192,0.000671490392627247,0.0240166958539513,"Montipora_capitata_HIv3___RNAseq.g6934.t1","Summer","Q9JL55","GDE1_RAT",41.729,266,148,5,91,882,66,326,1.21e-58,194,897,331,88,"HIGH","Glycerophosphodiester phosphodiesterase 1","SwissProt","Host","Glycerophosphodiester phosphodiesterase 1"
79.0078798387502,1.4494290439262,0.42903460225419,3.37834998928002,0.000729222062429186,0.0257293012443206,"Montipora_capitata_HIv3___TS.g2501.t2","Summer","A4IFW2","PTPRF_DANRE",30.588,340,192,9,1051,1998,600,919,8.46e-30,132,2802,1909,34,"LOW","Receptor-type tyrosine-protein phosphatase F","SwissProt","Host","Receptor-type tyrosine-protein phosphatase F"
30.218792080795,1.63063564344234,0.483825972194518,3.37029373608484,0.000750880965146935,0.026446805944695,"Montipora_capitata_HIv3___RNAseq.g23464.t1","Summer","P97717","ADA1B_MOUSE",37.079,178,103,3,136,663,18,188,4.04e-26,108,696,514,76,"MEDIUM","Alpha-1B adrenergic receptor","SwissProt","Host","Alpha-1B adrenergic receptor"
215.393278439885,-0.700028330437462,0.209207728588267,-3.34609211218558,0.000819591642228722,0.0284334307713132,"Montipora_capitata_HIv3___RNAseq.g34072.t1","Summer","O75762","TRPA1_HUMAN",29.14,1081,705,23,898,4071,38,1080,3.13e-115,392,4170,1119,76,"LOW","Transient receptor potential cation channel subfamily A member 1","SwissProt","Host","Transient receptor potential cation channel subfamily A member 1"
85.2520006480132,-2.33688026553966,0.699010558540783,-3.34312584693715,0.000828403221802237,0.02861024878885,"Montipora_capitata_HIv3___TS.g21895.t1","Summer","P08537","TBA_XENLA",94.805,77,4,0,1,231,1,77,2.96e-46,166,990,449,23,"LOW","Tubulin alpha chain","SwissProt","Host","Tubulin alpha chain"
857.63273305947,-0.668455876401874,0.200346031710784,-3.33650669640836,0.000848383848561424,0.0290829507730144,"Montipora_capitata_HIv3___RNAseq.g44719.t1","Summer","Q8NCC3","PAG15_HUMAN",42.037,383,205,6,112,1242,39,410,7.5e-106,322,1245,412,91,"HIGH","Lysosomal phospholipase A and acyltransferase","SwissProt","Host","Lysosomal phospholipase A and acyltransferase"
30.1896517081192,4.49423739773612,1.35474628764758,3.31740152286376,0.000908589389466016,0.0306772587923891,"Montipora_capitata_HIv3___RNAseq.g13130.t1","Summer","Q4R9C4","G2E3_MACFA",24.927,341,236,11,1165,2169,357,683,2.1e-18,93.6,2217,706,45,"LOW","G2/M phase-specific E3 ubiquitin-protein ligase","SwissProt","Host","G2/M phase-specific E3 ubiquitin-protein ligase"
300.96671379543,1.1420683636101,0.347681472924729,3.2848122564683,0.00102050347441097,0.0337804194502369,"Montipora_capitata_HIv3___RNAseq.g8867.t2","Summer","Q8VDP6","CDIPT_MOUSE",57.143,224,80,3,82,750,3,211,2.63e-82,248,762,213,88,"HIGH","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","SwissProt","Host","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
32.4821835283397,-3.31888048818277,1.01544342756725,-3.26840511059683,0.00108155436930086,0.0353455639359213,"Montipora_capitata_HIv3___RNAseq.g25083.t1","Summer","O14522","PTPRT_HUMAN",25.223,337,218,8,58,1026,502,818,3.2e-16,84.3,1167,1441,83,"LOW","Receptor-type tyrosine-protein phosphatase T","SwissProt","Host","Receptor-type tyrosine-protein phosphatase T"
