"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","season","category","short_name","refined_category"
178.08391580568,0.820072868433259,0.195323872106904,4.19852862626243,2.68654895931153e-05,0.00987515759654948,"SCF082_s292_g9467","C9D7C2","CAC1A_APIME",23.562,365,218,16,505,1476,880,1224,2.32e-07,58.2,1770,1904,55,"LOW","Voltage-dependent calcium channel type A subunit alpha-1","SwissProt","Symbiont","Winter","Ca2+ Channel","CAC1A_APIME","Ca2+ Channel"
1518.41940808986,0.40907617225345,0.101886314779621,4.01502569936186,5.94393177407924e-05,0.015995005028341,"SCF082_s2992_g38221","O15865","CDPK2_PLAFK",35.255,451,264,10,2797,4098,67,506,1.24e-74,262,5562,513,48,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK","Ca2+ Signaling (CDPK)"
153.114065944966,0.980356346091342,0.254856406568741,3.84670081199986,0.000119719013301651,0.0239487565505357,"SCF082_s223_g7737","O15865","CDPK2_PLAFK",26.852,324,186,13,451,1368,31,321,9.59e-24,109,2373,513,39,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK","Ca2+ Signaling (CDPK)"
237.08575377856,0.669694434718732,0.174379104856015,3.84045115538183,0.000122808406484796,0.0241039320707458,"SCF082_s150_g5717","Q8H569","AKT3_ORYSJ",21.053,494,336,17,562,1965,30,495,1.43e-11,72,2286,907,61,"LOW","Potassium channel AKT3","SwissProt","Symbiont","Winter","K+ Channel","AKT3_ORYSJ","K+ Channel"
148.003249443539,0.909421924744222,0.241947078677536,3.7587638161,0.000170754930207149,0.0277567579584939,"SCF082_s159_g5966","Q5XF09","PT311_ARATH",26.752,157,101,3,1,441,156,308,5.21e-11,64.3,630,308,70,"LOW","Probable sugar phosphate/phosphate translocator At3g11320","SwissProt","Symbiont","Winter","Other Transport","PT311_ARATH","Phosphate Transport"
252.656971933417,0.663862429317851,0.177207440590924,3.74624466728995,0.000179501526983968,0.0279773101875737,"SCF082_s513_g14125","Q75JF3","CLCC_DICDI",37.853,177,101,3,385,903,141,312,5.52e-09,63.9,2736,757,19,"LOW","Chloride channel protein C","SwissProt","Symbiont","Winter","Cl- Transport","CLCC_DICDI","Cl- Channel"
267.923739024059,0.527115145990936,0.140750364597803,3.74503574109508,0.000180368096430955,0.0279773101875737,"SCF082_s958_g21386","A0ABP0SN85","A0ABP0SN85_9DINO",100,703,0,0,1,2109,1,703,0,1171,2187,728,96,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1G (Voltage-gated calcium channel subunit alpha Cav3.1)","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0SN85_9DINO","Ca2+ Channel"
363.504867971816,0.572164408652958,0.154285703248385,3.70847328434461,0.000208512654706078,0.0300901396139528,"SCF082_s1403_g26653","A0ABP0IMC8","A0ABP0IMC8_9DINO",100,626,0,0,1,1878,1,626,0,1254,1881,626,99,"HIGH","Voltage-dependent T-type calcium channel subunit alpha-1H","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0IMC8_9DINO","Ca2+ Channel"
168.328579439253,0.837219321156172,0.231695109254614,3.6134527131349,0.000302146479713043,0.0377761240972263,"SCF082_s174_g6404","A0ABP0JR97","A0ABP0JR97_9DINO",100,469,0,0,1,1407,1,469,0,894,1410,469,99,"HIGH","Sodium channel protein type 11 subunit alpha (NaN) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0JR97_9DINO","Na+ Channel"
864.82983365631,0.456520527837208,0.126831263540794,3.59943215176102,0.000318912825940395,0.0388671656690214,"SCF082_s3531_g40619","A0ABP0NEP4","A0ABP0NEP4_9DINO",100,606,0,0,1,1818,1,606,0,1159,1821,606,99,"HIGH","Voltage-dependent N-type calcium channel subunit alpha-1B (Fragment)","TrEMBL","Symbiont","Winter","Ca2+ Channel","A0ABP0NEP4_9DINO","Ca2+ Channel"
466.661612602531,0.453510295720573,0.126238259180822,3.59249484794441,0.000327527131898023,0.0397500083172973,"SCF082_s1311_g25754","Q9H252","KCNH6_HUMAN",22.043,372,238,6,85,1095,241,595,1.15e-11,71.2,1515,958,67,"LOW","Voltage-gated inwardly rectifying potassium channel KCNH6","SwissProt","Symbiont","Winter","K+ Channel","KCNH6_HUMAN","K+ Channel"
